20080303	r_up
20080310	r_down
20080314	r_down
20080325	r_up
20080327	r_up
20080407	r_down
20080409	r_up
20080411	r_down
20080415	r_up
20080416	r_up
20080423	r_down
20080424	r_down
20080505	r_up
20080506	r_up
20080522	r_down
20080529	r_down
20080603	r_down
20080610	r_up
20080611	r_up
20080612	r_down
20080617	r_down
20080619	r_down
20080703	r_up
20080707	r_up
20080708	r_down
20080709	r_down
20080717	r_down
20080718	r_up
20080721	r_up
20080722	r_down
20080725	r_up
20080804	r_down
20080805	r_down
20080909	r_down
20080910	r_up
20080911	r_down
20080915	r_down
20081002	r_down
20081003	r_down
20081006	r_down
20081015	r_down
20081017	r_down
20081020	r_up
20081021	r_down
20081023	r_down
20081024	r_down
20081029	r_up
20081111	r_down
20081112	r_down
20081118	r_down
20081119	r_down
20081202	r_up
20081203	r_down
20081204	r_down
20081210	r_up
20090105	r_up
20090106	r_up
20090107	r_down
20090126	r_up
20090127	r_up
20090224	r_up
20090303	r_up
20090304	r_up
20090305	r_down
20090319	r_up
20090327	r_down
20090331	r_down
20090401	r_up
20090416	r_down
20090421	r_up
20090422	r_down
20090505	r_up
20090603	r_down
20090608	r_down
20090610	r_up
20090616	r_down
20090617	r_down
20090622	r_down
20090624	r_up
20090706	r_down
20090708	r_up
20090717	r_up
20090720	r_up
20090722	r_up
20090811	r_down
20090817	r_down
20090819	r_up
20090820	r_up
20090831	r_down
20091001	r_down
20091007	r_up
20091008	r_up
20091019	r_up
20091020	r_down
20091021	r_up
20091022	r_up
20091029	r_up
20091102	r_up
20091103	r_up
20091104	r_up
20091109	r_up
20091112	r_down
20091116	r_up
20091119	r_up
20091127	r_down
20091130	r_down
20091211	r_down
20091217	r_down
20091222	r_up
20091223	r_up
20091224	r_up
20091230	r_down
20100111	r_down
20100112	r_down
20100114	r_down
20100121	r_down
20100122	r_down
20100125	r_up
20100201	r_up
20100202	r_up
20100204	r_down
20100208	r_down
20100301	r_up
20100303	r_up
20100326	r_up
20100421	r_down
20100503	r_down
20100521	r_up
20100525	r_up
20100527	r_up
20100608	r_up
20100609	r_down
20100614	r_up
20100618	r_up
20100621	r_up
20100622	r_down
20100721	r_up
20100723	r_up
20100804	r_up
20100811	r_down
20100816	r_up
20100824	r_down
20100915	r_down
20101004	r_down
20101006	r_up
20101008	r_up
20101019	r_down
20101021	r_up
20101022	r_down
20101112	r_down
20101116	r_down
20101209	r_up
20101210	r_up
20101221	r_up
20101222	r_up
20101223	r_up
20101227	r_up
20110106	r_down
20110113	r_down
20110119	r_down
20110120	r_down
20110121	r_down
20110204	r_down
20110215	r_down
20110224	r_up
20110225	r_up
20110308	r_down
20110310	r_down
20110315	r_up
20110321	r_up
20110323	r_up
20110324	r_down
20110419	r_up
20110420	r_up
20110421	r_up
20110425	r_down
20110427	r_up
20110504	r_down
20110511	r_down
20110523	r_down
20110610	r_down
20110613	r_down
20110623	r_up
20110718	r_down
20110719	r_up
20110720	r_down
20110722	r_up
20110729	r_down
20110801	r_up
20110802	r_down
20110830	r_up
20110901	r_down
20110902	r_down
20110906	r_down
20110919	r_down
20110921	r_down
20110922	r_down
20110923	r_up
20110927	r_up
20111019	r_down
20111020	r_up
20111025	r_down
20111027	r_up
20111028	r_up
20111101	r_down
20111128	r_up
20111212	r_down
20111214	r_down
20111227	r_down
20120103	r_up
20120118	r_up
20120119	r_down
20120202	r_down
20120208	r_up
20120209	r_down
20120213	r_down
20120302	r_down
20120322	r_down
20120328	r_down
20120329	r_up
