shares	CI	6.080010
cuts	CI	3.985840
2012	CI	3.262770
health-care	CI	3.044560
5	CI	2.918100
n't	CI	2.877730
49	CI	2.859420
2011	CI	2.823660
warns	CI	2.581690
falls	CI	2.510930
deals	CI	2.341730
but	CI	2.276090
stocks	CI	2.247350
...	CI	2.170730
23	CI	2.170730
61	CI	2.170730
1-800	CI	2.170730
350,000	CI	2.126660
93	CI	2.126660
outcome	CI	-4.719360
big	CI	-4.647520
hit	CI	-4.528750
after	CI	-3.859220
day	CI	-3.328410
1.7	CI	-2.268130
31	CI	-2.268130
38	CI	-2.268130
2030	CI	-2.267770
2007	CI	-2.224100
80	CI	-2.224100
50	CI	-2.224100
vs.	CI	-2.224100
if	CI	-2.224100
--	CI	-2.224100
troubles	CI	-2.223650
2nd	CI	-2.142080
miss	CI	-1.887510
confound	CI	-1.887510
35	CI	-1.843240
