JWN	20120402	54.31	54.7	r_up	
JWN	20120403	54.7	53.98	r_down	
JWN	20120404	53.98	54.15	r_up	see:1 muscle:1 continued:1 sales:1 shopper:1
JWN	20120405	54.15	54.75	r_up	
JWN	20120409	54.75	54.44	r_down	
JWN	20120410	54.44	52.11	r_down	
JWN	20120411	52.11	53.25	r_up	
JWN	20120412	53.25	53.7	r_up	department:1 money:1 made:1 stores:1 analyst:1
JWN	20120413	53.7	53.6	r_down	
JWN	20120416	53.6	54.12	r_up	
JWN	20120417	54.12	54.55	r_up	
JWN	20120418	54.55	54.34	r_down	
JWN	20120419	54.34	54.16	r_down	
JWN	20120420	54.16	53.72	r_down	
JWN	20120423	53.72	53.24	r_down	
JWN	20120424	53.24	52.57	r_down	
JWN	20120425	52.57	53.79	r_up	
JWN	20120426	53.79	54.18	r_up	
JWN	20120427	54.18	54.64	r_up	profit:1 jumps:1 global:1 continued:1 demand:1
JWN	20120430	54.64	54.45	r_down	
JWN	20120501	54.45	54.45	r_up	expected:1 slow:1 sales:1
JWN	20120502	54.45	55.76	r_up	
JWN	20120503	55.76	55.43	r_down	surprises:1 advisories:1
JWN	20120504	55.43	54.49	r_down	
JWN	20120507	54.49	53.84	r_down	falter:1 uncertainty:1 outlooks:1 election:1
JWN	20120508	53.84	52.65	r_down	
JWN	20120509	52.65	52.56	r_down	
JWN	20120510	52.56	52.18	r_down	heavy:1 disappoints:1 outlook:1 rises:1 profit:1 watch:1 but:1 volume:1 38:1 7:1 after-hours:1 drops:1
JWN	20120511	52.18	49.67	r_down	surprises:1 advisories:1 watch:2
JWN	20120514	49.67	48.93	r_down	's:1
JWN	20120515	48.93	49.34	r_up	
JWN	20120516	49.34	48.79	r_down	
JWN	20120517	48.79	47.32	r_down	
JWN	20120518	47.32	47.66	r_up	
JWN	20120521	47.66	48.32	r_up	
JWN	20120522	48.32	48.4	r_up	
JWN	20120523	48.4	48.97	r_up	
JWN	20120524	48.97	49.18	r_up	
