MA	20120402	418.98	430.45	r_up	
MA	20120403	430.45	436.4	r_up	
MA	20120404	436.4	429.64	r_down	
MA	20120405	429.64	438.52	r_up	's:1
MA	20120409	438.52	437.96	r_down	
MA	20120410	437.96	423.45	r_down	
MA	20120411	423.45	428.74	r_up	
MA	20120412	428.74	432.67	r_up	
MA	20120413	432.67	439.13	r_up	
MA	20120416	439.13	431.35	r_down	clips:1 blue-chip:1 stocks:1 rise:1
MA	20120417	431.35	437.11	r_up	
MA	20120418	437.11	435.38	r_down	
MA	20120419	435.38	435.5	r_up	
MA	20120420	435.5	439.11	r_up	
MA	20120423	439.11	428.96	r_down	
MA	20120424	428.96	429.0	r_up	
MA	20120425	429.0	443.72	r_up	
MA	20120426	443.72	452.61	r_up	
MA	20120427	452.61	456.2	r_up	
MA	20120430	456.2	450.91	r_down	
MA	20120501	450.91	454.52	r_up	
MA	20120502	454.52	450.09	r_down	watch:1
MA	20120503	450.09	441.09	r_down	
MA	20120504	441.09	438.36	r_down	
MA	20120507	438.36	434.8	r_down	
MA	20120508	434.8	430.34	r_down	
MA	20120509	430.34	421.55	r_down	
MA	20120510	421.55	421.7	r_up	
MA	20120511	421.7	421.13	r_down	
MA	20120514	421.13	413.19	r_down	
MA	20120515	413.19	413.22	r_up	
MA	20120516	413.22	408.13	r_down	
MA	20120517	408.13	397.38	r_down	
MA	20120518	397.38	393.37	r_down	
MA	20120521	393.37	409.34	r_up	
MA	20120522	409.34	412.19	r_up	
MA	20120523	412.19	415.83	r_up	
MA	20120524	415.83	418.56	r_up	's:1
MA	20120525	418.56	412.71	r_down	inch:1 higher:1 financials:1 shares:1 fall:1
MA	20120529	412.71	414.79	r_up	
MA	20120530	414.79	410.34	r_down	3rd:2
MA	20120531	410.34	405.28	r_down	
MA	20120601	405.28	390.6	r_down	
MA	20120604	390.6	399.05	r_up	
MA	20120605	399.05	406.97	r_up	1.5:1 $:1
MA	20120606	406.97	418.71	r_up	1.5:1 watch:1 $:1
MA	20120607	418.71	414.46	r_down	's:1
MA	20120608	414.46	415.29	r_up	
MA	20120611	415.29	412.59	r_down	
MA	20120612	412.59	416.49	r_up	
MA	20120613	416.49	408.51	r_down	
MA	20120614	408.51	417.79	r_up	
MA	20120615	417.79	425.4	r_up	
MA	20120618	425.4	424.34	r_down	
MA	20120619	424.34	426.28	r_up	11:2
MA	20120620	426.28	427.52	r_up	
MA	20120621	427.52	419.9	r_down	
MA	20120622	419.9	433.77	r_up	
MA	20120625	433.77	427.23	r_down	
MA	20120626	427.23	430.92	r_up	
MA	20120627	430.92	430.62	r_down	
MA	20120628	430.62	420.03	r_down	
MA	20120629	420.03	428.81	r_up	
MA	20120702	428.81	438.57	r_up	possibilities:1 's:1
MA	20120703	438.57	440.44	r_up	
MA	20120705	440.44	443.01	r_up	
MA	20120706	443.01	440.6	r_down	
MA	20120709	440.6	430.26	r_down	lower:1 end:1 third:1 trend:1 up:1 yields:1 fall:1 bucks:1 stocks:1 day:1
MA	20120710	430.26	419.27	r_down	upgrade:1 gets:1 consumer:1 improves:1 credit:1
MA	20120711	419.27	418.91	r_down	
MA	20120712	418.91	423.26	r_up	off:1 ahead:1 rise:1 bank:1 financials:1 earnings:1
MA	20120713	423.26	428.59	r_up	
MA	20120716	428.59	435.87	r_up	
MA	20120717	435.87	434.66	r_down	stocks:1 gains:1 lift:1 drop:1 sag:1 settlement:1 forecast:1 global:1 economic:1 card-issuer:1 retail:1 data:1 gets:1
MA	20120718	434.66	435.8	r_up	pact:1 consumers:1 deal:1 no:1
MA	20120719	435.8	426.94	r_down	
MA	20120720	426.94	422.16	r_down	pact:1 150:1 $:1 consumers:1 charges:1 lays:1 new:1
MA	20120723	422.16	415.01	r_down	
MA	20120724	415.01	408.93	r_down	
MA	20120725	408.93	411.37	r_up	but:1 3rd:1
MA	20120726	411.37	422.78	r_up	high:1 wins:1 end:1 financials:1 big:1
MA	20120727	422.78	435.73	r_up	's:1 $:1 84:1
MA	20120730	435.73	440.12	r_up	
MA	20120731	440.12	435.55	r_down	
MA	20120801	435.55	426.2	r_down	15.1:3 15:1 watch:2 2nd:1 back-to-school:1 winners:1
MA	20120802	426.2	422.44	r_down	15.1:1
MA	20120803	422.44	423.14	r_up	738:2 $:2
MA	20120806	423.14	418.87	r_down	
MA	20120807	418.87	415.43	r_down	
MA	20120808	415.43	423.46	r_up	
MA	20120809	423.46	424.94	r_up	's:1
MA	20120810	424.94	425.03	r_up	still:1 dividend-paying:1 best:1 stocks:1
MA	20120813	425.03	424.63	r_down	
MA	20120814	424.63	427.08	r_up	
MA	20120815	427.08	426.09	r_down	
MA	20120816	426.09	427.52	r_up	
MA	20120817	427.52	425.81	r_down	
MA	20120820	425.81	426.2	r_up	
MA	20120821	426.2	422.32	r_down	
MA	20120822	422.32	420.21	r_down	deal:1 mobile:1 shares:1 venture:1 rally:1 payment:1
MA	20120823	420.21	417.35	r_down	
MA	20120824	417.35	421.46	r_up	's:1
MA	20120827	421.46	422.43	r_up	
MA	20120828	422.43	423.61	r_up	
MA	20120829	423.61	424.82	r_up	
MA	20120830	424.82	419.96	r_down	
MA	20120831	419.96	421.91	r_up	
MA	20120904	421.91	423.39	r_up	
MA	20120905	423.39	421.11	r_down	
MA	20120906	421.11	431.59	r_up	makes:1 analyst:1 sense:1
MA	20120907	431.59	435.18	r_up	
MA	20120910	435.18	436.47	r_up	
MA	20120911	436.47	441.83	r_up	
MA	20120912	441.83	445.37	r_up	
MA	20120913	445.37	454.19	r_up	
MA	20120914	454.19	453.12	r_down	
MA	20120917	453.12	452.44	r_down	
MA	20120918	452.44	451.92	r_down	
MA	20120919	451.92	450.83	r_down	
MA	20120920	450.83	453.12	r_up	2012:1 2nd:1
MA	20120921	453.12	458.44	r_up	move:1 shares:1 higher:1
MA	20120924	458.44	454.22	r_down	
MA	20120925	454.22	450.46	r_down	
MA	20120926	450.46	444.8	r_down	
MA	20120927	444.8	451.11	r_up	3.4:4 's:6
MA	20120928	451.11	450.42	r_down	's:1
MA	20121001	450.42	455.82	r_up	
MA	20121002	455.82	456.58	r_up	
MA	20121003	456.58	472.65	r_up	
MA	20121004	472.65	473.77	r_up	
MA	20121005	473.77	474.46	r_up	
MA	20121008	474.46	471.12	r_down	's:2
MA	20121009	471.12	464.09	r_down	10:1
MA	20121010	464.09	461.3	r_down	
MA	20121011	461.3	471.76	r_up	
MA	20121012	471.76	472.55	r_up	
MA	20121015	472.55	475.01	r_up	
MA	20121016	475.01	478.19	r_up	
MA	20121017	478.19	482.17	r_up	
MA	20121018	482.17	475.02	r_down	
MA	20121019	475.02	469.26	r_down	
MA	20121022	469.26	466.13	r_down	10:1 heroes:1 led:1 fallen:1 sports:1
MA	20121023	466.13	459.07	r_down	
MA	20121024	459.07	453.76	r_down	its:1
MA	20121025	453.76	448.59	r_down	
MA	20121026	448.59	452.21	r_up	
MA	20121031	452.21	460.14	r_up	surprises:1 88:1 advisories:1 earnings:1 66:1 7.8:4
MA	20121101	460.14	467.89	r_up	biggest:1 movers:1 88:2 jumps:1 14:1
MA	20121102	467.89	468.65	r_up	
MA	20121105	468.65	464.85	r_down	
MA	20121106	464.85	470.97	r_up	
MA	20121107	470.97	463.91	r_down	has:1 money:1 won:1 put:1 now:1 your:1
MA	20121108	463.91	461.01	r_down	
MA	20121109	461.01	463.87	r_up	
MA	20121112	463.87	469.2	r_up	
