DOW	20120402	33.25	33.57	r_up	surprises:1 900:1 advisories:1
DOW	20120403	33.57	32.68	r_down	
DOW	20120404	32.68	32.25	r_down	
DOW	20120405	32.25	32.08	r_down	
DOW	20120409	32.08	31.19	r_down	
DOW	20120410	31.19	30.43	r_down	
DOW	20120411	30.43	30.59	r_up	
DOW	20120412	30.59	31.36	r_up	watch:1
DOW	20120413	31.36	31.87	r_up	watch:1 's:1
DOW	20120416	31.87	32.25	r_up	
DOW	20120417	32.25	33.23	r_up	
DOW	20120418	33.23	33.22	r_down	
DOW	20120419	33.22	33.56	r_up	
DOW	20120420	33.56	33.89	r_up	
DOW	20120423	33.89	33.37	r_down	
DOW	20120424	33.37	33.24	r_down	n't:1
DOW	20120425	33.24	34.63	r_up	watch:1
DOW	20120426	34.63	33.45	r_down	decline:1 after:1 jobless:1 futures:1 watch:1 claims:1 data:1
DOW	20120427	33.45	33.34	r_down	surprises:1 100:1 advisories:1
DOW	20120430	33.34	32.52	r_down	's:1
DOW	20120501	32.52	32.49	r_down	
DOW	20120502	32.49	32.01	r_down	
DOW	20120503	32.01	31.54	r_down	
DOW	20120504	31.54	31.03	r_down	$:1 bonds:1 agriculture:1 rates:1 swap:1 capping:1 stocks:1 opportunity:1 2.5:1 underestimate:1
DOW	20120507	31.03	30.99	r_down	falter:1 uncertainty:1 outlooks:1 election:1
DOW	20120508	30.99	30.82	r_down	
DOW	20120509	30.82	30.84	r_up	
DOW	20120510	30.84	30.9	r_up	
DOW	20120511	30.9	30.86	r_down	's:1
DOW	20120514	30.86	30.4	r_down	
DOW	20120515	30.4	29.63	r_down	
DOW	20120516	29.63	28.94	r_down	
DOW	20120517	28.94	28.21	r_down	
DOW	20120518	28.21	28.27	r_up	
DOW	20120521	28.27	29.31	r_up	
DOW	20120522	29.31	29.26	r_down	
DOW	20120523	29.26	29.3	r_up	ready:1 lie:1 world’s:1 pounce:1
DOW	20120524	29.3	30.28	r_up	2.16:1 2008:2 's:2 $:2
DOW	20120525	30.28	30.04	r_down	
DOW	20120529	30.04	30.7	r_up	
DOW	20120530	30.7	29.97	r_down	
DOW	20120531	29.97	29.81	r_down	
DOW	20120601	29.81	29.14	r_down	
DOW	20120604	29.14	29.27	r_up	
DOW	20120605	29.27	29.6	r_up	
DOW	20120606	29.6	30.42	r_up	
DOW	20120607	30.42	30.56	r_up	
DOW	20120608	30.56	30.82	r_up	
DOW	20120611	30.82	30.28	r_down	
DOW	20120612	30.28	30.82	r_up	
DOW	20120613	30.82	30.39	r_down	
DOW	20120614	30.39	30.72	r_up	
DOW	20120615	30.72	31.57	r_up	
DOW	20120618	31.57	31.7	r_up	
DOW	20120619	31.7	32.27	r_up	
DOW	20120620	32.27	32.41	r_up	
DOW	20120621	32.41	31.59	r_down	
DOW	20120622	31.59	31.5	r_down	
DOW	20120625	31.5	30.95	r_down	
DOW	20120626	30.95	30.06	r_down	
DOW	20120627	30.06	29.83	r_down	
DOW	20120628	29.83	29.73	r_down	
DOW	20120629	29.73	30.55	r_up	
DOW	20120702	30.55	30.56	r_up	
DOW	20120703	30.56	30.73	r_up	
DOW	20120705	30.73	30.7	r_down	
DOW	20120706	30.7	30.56	r_down	
DOW	20120709	30.56	30.25	r_down	
DOW	20120710	30.25	29.64	r_down	
DOW	20120711	29.64	29.37	r_down	
DOW	20120712	29.37	28.9	r_down	
DOW	20120713	28.9	29.4	r_up	
DOW	20120716	29.4	29.01	r_down	
DOW	20120717	29.01	29.34	r_up	
DOW	20120718	29.34	29.81	r_up	
DOW	20120719	29.81	30.37	r_up	
DOW	20120720	30.37	29.99	r_down	2:1 $:1
DOW	20120723	29.99	29.51	r_down	
DOW	20120724	29.51	29.14	r_down	
DOW	20120725	29.14	29.36	r_up	
DOW	20120726	29.36	28.3	r_down	31:3 watch:1 2nd:2
DOW	20120727	28.3	28.2	r_down	
DOW	20120730	28.2	27.97	r_down	
DOW	20120731	27.97	27.91	r_down	
DOW	20120801	27.91	28.41	r_up	
DOW	20120802	28.41	28.2	r_down	
DOW	20120803	28.2	28.93	r_up	
DOW	20120806	28.93	29.08	r_up	
DOW	20120807	29.08	29.15	r_up	
DOW	20120808	29.15	29.02	r_down	's:1 basks:1
DOW	20120809	29.02	28.96	r_down	
DOW	20120810	28.96	28.83	r_down	
DOW	20120813	28.83	28.56	r_down	
DOW	20120814	28.56	28.78	r_up	's:1
DOW	20120815	28.78	28.77	r_down	
DOW	20120816	28.77	29.14	r_up	
DOW	20120817	29.14	29.25	r_up	
DOW	20120820	29.25	29.27	r_up	
DOW	20120821	29.27	29.32	r_up	
DOW	20120822	29.32	29.29	r_down	
DOW	20120823	29.29	28.89	r_down	
DOW	20120824	28.89	28.99	r_up	
DOW	20120827	28.99	28.54	r_down	
DOW	20120828	28.54	28.38	r_down	
DOW	20120829	28.38	28.43	r_up	biggest:1 gaining:1 stocks:1 's:2 declining:1
DOW	20120830	28.43	28.48	r_up	
DOW	20120831	28.48	28.42	r_down	
DOW	20120904	28.42	27.77	r_down	
DOW	20120905	27.77	27.59	r_down	
DOW	20120906	27.59	28.64	r_up	
DOW	20120907	28.64	29.41	r_up	
DOW	20120910	29.41	29.38	r_down	
DOW	20120911	29.38	29.33	r_down	
DOW	20120912	29.33	29.27	r_down	
DOW	20120913	29.27	30.48	r_up	
DOW	20120914	30.48	31.28	r_up	
DOW	20120917	31.28	30.19	r_down	
DOW	20120918	30.19	30.08	r_down	
DOW	20120919	30.08	30.02	r_down	
DOW	20120920	30.02	29.95	r_down	
DOW	20120921	29.95	29.35	r_down	
DOW	20120924	29.35	29.31	r_down	
DOW	20120925	29.31	28.89	r_down	
DOW	20120926	28.89	28.53	r_down	tough:1 ahead:1 global:1 companies:1 times:1 warn:1 7:1
DOW	20120927	28.53	28.58	r_up	
DOW	20120928	28.58	28.39	r_down	
DOW	20121001	28.39	28.74	r_up	
DOW	20121002	28.74	28.59	r_down	
DOW	20121003	28.59	28.14	r_down	$:1 550:1
DOW	20121004	28.14	28.61	r_up	$:3 550:2
DOW	20121005	28.61	28.63	r_up	
DOW	20121008	28.63	28.43	r_down	
DOW	20121009	28.43	27.84	r_down	
DOW	20121010	27.84	27.53	r_down	
DOW	20121011	27.53	27.66	r_up	
DOW	20121012	27.66	27.53	r_down	
