90	WLP	338.805000
higher	WLP	286.589000
2	WLP	275.424000
investors	WLP	262.046000
28	WLP	231.609000
5	WLP	227.748000
insurers	WLP	196.741000
market	WLP	193.770000
4.3	WLP	167.308000
2011	WLP	167.068000
focus	WLP	164.758000
rise	WLP	156.018000
downgrade	WLP	146.190000
40	WLP	142.727000
7	WLP	140.587000
not	WLP	139.811000
day	WLP	139.342000
health-care	WLP	136.254000
're	WLP	134.918000
2008	WLP	-317.626000
but	WLP	-264.381000
surge	WLP	-255.531000
miss	WLP	-246.211000
deal	WLP	-232.124000
hit	WLP	-221.838000
15	WLP	-209.235000
views	WLP	-190.098000
profit	WLP	-174.161000
pay	WLP	-171.218000
19	WLP	-169.079000
up	WLP	-165.727000
lose	WLP	-164.203000
85	WLP	-162.219000
31	WLP	-161.856000
1.35	WLP	-161.856000
warning	WLP	-161.294000
fails	WLP	-154.595000
fall	WLP	-151.385000
decline	WLP	-150.900000
